Transaction_ID,Date,Category,Amount_INR,Payment_Method,Merchant,Description,Day_of_Week,Weekend,Month
TXN00682,2025-09-12,Subscriptions,208.3,UPI,Cloud Storage,Streaming plan,Friday,No,2025-09
TXN00741,2026-07-08,Transport,125.38,Cash,Metro,Public transport,Wednesday,No,2026-07
TXN00765,2025-11-11,Food,83.1,UPI,Food Delivery,Coffee,Tuesday,No,2025-11
TXN00722,2025-12-28,Transport,75.07,Credit Card,Fuel Station,Ride,Sunday,Yes,2025-12
TXN00343,2025-12-04,Health,80.54,UPI,Hospital,Medicine,Thursday,No,2025-12
TXN00127,2026-01-09,Travel,952.66,Cash,Train,Travel booking,Friday,No,2026-01
TXN00236,2026-01-02,Shopping,153.06,UPI,Flipkart,Online purchase,Friday,No,2026-01
TXN01060,2026-02-26,Groceries,405.71,UPI,Online Grocery,Household supplies,Thursday,No,2026-02
TXN01094,2026-07-27,Health,149.95,UPI,Clinic,Medicine,Monday,No,2026-07
TXN00833,2026-03-14,Groceries,192.84,Cash,Supermarket,,Saturday,Yes,2026-03
TXN00333,2026-02-05,Health,302.95,Credit Card,Clinic,Pharmacy,Thursday,No,2026-02
TXN00672,2025-09-20,Travel,1330.02,Debit Card,Hotel,Trip expense,Saturday,Yes,2025-09
TXN00326,2025-09-04,Groceries,412.68,UPI,Online Grocery,Vegetables,Thursday,No,2025-09
TXN00351,2026-07-20,Food,124.67,UPI,Street Food,Coffee,Monday,No,2026-07
TXN00365,2026-01-29,Bills,531.88,Credit Card,Mobile Provider,Mobile recharge,Thursday,No,2026-01
TXN00433,2025-12-29,Groceries,242.32,Debit Card,Online Grocery,Food supplies,Monday,No,2025-12
TXN00585,2025-10-27,Subscriptions,290.64,Debit Card,Cloud Storage,Streaming plan,Monday,No,2025-10
TXN00146,2026-04-19,Bills,615.48,Net Banking,Water Bill,Internet bill,Sunday,Yes,2026-04
TXN00785,2025-11-05,Food,151.68,UPI,Food Delivery,Dinner,Wednesday,No,2025-11
TXN00448,2026-04-27,Shopping,408.67,Credit Card,Flipkart,Accessories,Monday,No,2026-04
TXN00097,2026-07-24,Food,234.77,UPI,Local Restaurant,Lunch,Friday,No,2026-07
TXN00729,2026-05-25,Health,289.49,Credit Card,Diagnostic Center,Medicine,Monday,No,2026-05
TXN00004,2025-12-16,Subscriptions,184.32,UPI,Spotify,Monthly subscription,Tuesday,No,2025-12
TXN00698,2026-04-08,Education,116.19,UPI,Online Course,Study material,Wednesday,No,2026-04
TXN00234,2025-12-06,Food,220.36,Net Banking,Cafe,Snacks,Saturday,Yes,2025-12
TXN00068,2026-07-07,Shopping,378.29,Cash,Clothing Store,Electronics,Tuesday,No,2026-07
TXN00994,2026-01-20,Travel,627.41,Debit Card,Flight,Train ticket,Tuesday,No,2026-01
TXN00799,2026-05-07,Subscriptions,151.06,UPI,Software,Cloud storage,Thursday,No,2026-05
TXN01179,2025-11-29,Food,129.12,Debit Card,Local Restaurant,Lunch,Saturday,Yes,2025-11
TXN00662,2026-06-30,Bills,525.19,UPI,Electricity Board,Mobile recharge,Tuesday,No,2026-06
TXN00117,2025-11-01,Bills,239.94,Cash,Water Bill,Utility payment,Saturday,Yes,2025-11
TXN00841,2025-10-21,Shopping,385.68,Debit Card,Local Store,Accessories,Tuesday,No,2025-10
TXN00964,2026-04-11,Transport,99.2,Debit Card,Fuel Station,Fuel,Saturday,Yes,2026-04
TXN01148,2026-01-05,Bills,661.47,Credit Card,Mobile Provider,Internet bill,Monday,No,2026-01
TXN00118,2026-04-04,Food,149.5,UPI,Cafe,Dinner,Saturday,Yes,2026-04
TXN00020,2026-08-10,Food,147.24,Credit Card,Cafe,Dinner,Monday,No,2026-08
TXN01007,2026-02-19,Food,120.63,Credit Card,Local Restaurant,Coffee,Thursday,No,2026-02
TXN00894,2026-07-09,Shopping,94.27,Cash,Amazon,Online purchase,Thursday,No,2026-07
TXN00381,2026-07-10,Subscriptions,176.16,Debit Card,Netflix,Software plan,Friday,No,2026-07
TXN00872,2026-08-03,Food,142.57,Debit Card,Street Food,Breakfast,Monday,No,2026-08
TXN00102,2025-11-02,Entertainment,178.06,UPI,Streaming,Movie,Sunday,Yes,2025-11
TXN00270,2025-09-09,Food,199.22,UPI,Food Delivery,Lunch,Tuesday,No,2025-09
TXN00820,2026-04-23,Bills,432.48,UPI,Electricity Board,Internet bill,Thursday,No,2026-04
TXN01174,2026-02-01,Food,173.21,UPI,Food Delivery,Snacks,Sunday,Yes,2026-02
TXN00631,2026-08-30,Entertainment,79.97,UPI,Movie Theatre,Event ticket,Sunday,Yes,2026-08
TXN01153,2025-09-29,Health,293.17,Debit Card,Diagnostic Center,Treatment,Monday,No,2025-09
TXN00368,2026-05-31,Bills,414.73,Credit Card,Internet Provider,Internet bill,Sunday,Yes,2026-05
TXN00149,2026-02-18,Transport,122.86,UPI,Fuel Station,Office/College travel,Wednesday,No,2026-02
TXN00931,2026-04-24,Bills,506.74,UPI,Electricity Board,Internet bill,Friday,No,2026-04
TXN00601,2025-11-15,Subscriptions,166.7,Debit Card,Software,Music plan,Saturday,Yes,2025-11
TXN00949,2025-09-04,Food,272.54,UPI,Street Food,Breakfast,Thursday,No,2025-09
TXN00411,2025-12-10,Groceries,462.06,Net Banking,Online Grocery,Monthly groceries,Wednesday,No,2025-12
TXN00406,2026-02-27,Health,286.7,UPI,Diagnostic Center,Medicine,Friday,No,2026-02
TXN00612,2025-12-31,Health,280.08,UPI,Clinic,Medicine,Wednesday,No,2025-12
TXN00198,2025-10-22,Travel,633.33,UPI,Travel Agency,Hotel booking,Wednesday,No,2025-10
TXN00286,2026-05-12,Entertainment,47.0,UPI,Movie Theatre,Streaming,Tuesday,No,2026-05
TXN00129,2025-09-05,Entertainment,169.39,Credit Card,Event,Movie,Friday,No,2025-09
TXN00835,2026-03-14,Groceries,492.47,UPI,Online Grocery,Food supplies,Saturday,Yes,2026-03
TXN00950,2026-08-16,Bills,216.44,Credit Card,Mobile Provider,Water bill,Sunday,Yes,2026-08
TXN00710,2026-05-11,Health,404.91,UPI,Hospital,Medicine,Monday,No,2026-05
TXN00160,2026-02-17,Bills,727.91,Debit Card,Water Bill,Internet bill,Tuesday,No,2026-02
TXN00181,2026-08-25,Education,562.39,Cash,Online Course,Course fee,Tuesday,No,2026-08
TXN00918,2026-03-31,Bills,369.64,Credit Card,Mobile Provider,Internet bill,Tuesday,No,2026-03
TXN01175,2026-06-18,Entertainment,174.08,UPI,Streaming,Game,Thursday,No,2026-06
TXN00437,2025-10-28,Transport,100.74,Cash,Fuel Station,Office/College travel,Tuesday,No,2025-10
TXN01154,2026-06-23,Food,140.41,Cash,Local Restaurant,Breakfast,Tuesday,No,2026-06
TXN00525,2026-04-03,Travel,114.76,UPI,Flight,Trip expense,Friday,No,2026-04
TXN01200,2026-02-01,Transport,126.78,Credit Card,Bus,Daily commute,Sunday,Yes,2026-02
TXN01035,2026-07-25,Travel,919.46,UPI,Train,Train ticket,Saturday,Yes,2026-07
TXN00924,2026-01-24,Bills,309.8,Cash,Mobile Provider,Electricity bill,Saturday,Yes,2026-01
TXN00180,2026-05-17,Food,239.17,Credit Card,Food Delivery,Snacks,Sunday,Yes,2026-05
TXN00543,2026-04-15,Subscriptions,178.65,Debit Card,Cloud Storage,Cloud storage,Wednesday,No,2026-04
TXN00752,2025-11-22,Subscriptions,174.99,Net Banking,Spotify,Monthly subscription,Saturday,Yes,2025-11
TXN00721,2025-09-05,Shopping,386.23,UPI,Clothing Store,Accessories,Friday,No,2025-09
TXN00677,2026-01-21,Health,335.3,UPI,Clinic,Pharmacy,Wednesday,No,2026-01
TXN00063,2026-08-26,Food,176.42,UPI,Local Restaurant,Snacks,Wednesday,No,2026-08
TXN00389,2025-12-01,Subscriptions,166.36,Debit Card,Cloud Storage,Music plan,Monday,No,2025-12
TXN00449,2026-06-17,Food,189.43,Credit Card,Cafe,Dinner,Wednesday,No,2026-06
TXN00446,2025-12-31,Bills,453.09,Debit Card,Mobile Provider,Water bill,Wednesday,No,2025-12
TXN00371,2026-05-04,Shopping,47.24,UPI,Local Store,Accessories,Monday,No,2026-05
TXN01162,2025-12-19,Transport,126.22,UPI,Metro,Office/College travel,Friday,No,2025-12
TXN00337,2026-04-21,Groceries,239.71,UPI,Online Grocery,Household supplies,Tuesday,No,2026-04
TXN00700,2025-10-11,Entertainment,217.01,UPI,Movie Theatre,Streaming,Saturday,Yes,2025-10
TXN00058,2026-05-22,Groceries,409.3,UPI,Online Grocery,Monthly groceries,Friday,No,2026-05
TXN00734,2026-08-08,Groceries,419.68,UPI,Local Grocery,Monthly groceries,Saturday,Yes,2026-08
TXN00697,2025-09-28,Food,210.57,UPI,Cafe,Snacks,Sunday,Yes,2025-09
TXN00284,2025-12-13,Groceries,105.21,Credit Card,Supermarket,Monthly groceries,Saturday,Yes,2025-12
TXN00260,2026-01-22,Shopping,235.03,UPI,Local Store,Accessories,Thursday,No,2026-01
TXN00586,2025-10-09,Subscriptions,108.94,Credit Card,Cloud Storage,Streaming plan,Thursday,No,2025-10
TXN00197,2026-07-15,Transport,88.59,Credit Card,Metro,,Wednesday,No,2026-07
TXN01000,2026-07-30,Transport,171.55,UPI,Fuel Station,Ride,Thursday,No,2026-07
TXN00096,2026-08-11,Transport,98.72,UPI,Fuel Station,Ride,Tuesday,No,2026-08
TXN01107,2026-05-19,Bills,504.47,Debit Card,Mobile Provider,Internet bill,Tuesday,No,2026-05
TXN00211,2026-08-09,Groceries,87.48,Credit Card,Supermarket,Monthly groceries,Sunday,Yes,2026-08
